ACCESSION,DESCRIPTION,INTENSITY_1,INTENSITY_2,INTENSITY_3,INTENSITY_4,INTENSITY_5,INTENSITY_6,INTENSITY_7,INTENSITY_8,INTENSITY_9,INTENSITY_10,INTENSITY_11,INTENSITY_12,INTENSITY_13,INTENSITY_14,INTENSITY_15,INTENSITY_16,INTENSITY_17
A0A1L1SV25,Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1 ,0.0010680497316499916,0.0010816450233231542,0.0011623505778004671,0.001045835954195186,0.0010079108325262787,0.0014458158871731284,0.001033249583836537,0.0009512144470411562,0.0008728130723024155,0.0009754093540936838,0.0004410624069711611,0.001090041992594858,0.001395366945537593,0.0006138651143593631,0.001201008696093536,0.0013623454401607647,0.0009160016806229309
A0A2I3BQP6,Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Mus musculus OX=10090 GN=Camk2g PE=1 SV=1 ,2.116696236203979e-05,4.303979567725565e-05,1.8878226328779758e-05,3.218562335052875e-05,2.5169866326706996e-05,1.9342482045178227e-05,3.33171273254585e-05,4.667157603854354e-06,2.400724834223783e-05,8.254957869469156e-06,1.472054860963467e-06,5.383801738219531e-05,3.866782798806527e-06,2.0278959518943372e-07,4.703876471023666e-06,6.043061037514456e-06,3.001117969841182e-05
A0A0A6YW37,Immunoglobulin heavy variable V1-9 (Fragment) OS=Mus musculus OX=10090 GN=Ighv1-9 PE=4 SV=1 ,3.474941486249359e-05,4.3484449167995614e-06,2.786941827400162e-05,2.4423021811524564e-05,6.3764343419099e-05,1.5625450110243074e-05,5.2237972985436315e-05,1.0483227811182388e-05,4.062602071672586e-05,2.1908019889614262e-05,0.00021316645149836047,3.07736357575203e-05,9.076519658910354e-06,7.586066319511385e-05,1.4411090939198366e-05,5.356954844216705e-06,3.453329429201568e-05
O35381,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Mus musculus OX=10090 GN=Anp32a PE=1 SV=1 ,5.366721173406305e-05,7.191960566833414e-05,8.953838554367513e-05,6.765169920578766e-05,7.170448055854176e-05,7.218545695726764e-05,0.00010522213227996219,7.184854503408817e-05,9.010931586887057e-05,0.00013642319868389582,0.00017030962329508376,0.00015254820710234687,0.0001149453918874233,0.00015459688184716323,0.00016948236854500798,0.00012271380320376144,7.578933678277393e-05
Q3UKW2,Calmodulin-1 OS=Mus musculus OX=10090 GN=Calm1 PE=1 SV=1 ,9.492301961285659e-05,5.988414345486899e-05,0.00017397965630056687,0.00010645737381190712,3.5995342235474684e-05,1.0382508387945299e-05,2.2613570870518373e-05,1.7145068313492825e-05,5.05188034434348e-05,4.82437546853135e-05,1.8225531425954636e-05,1.626727730311062e-05,6.550536253974877e-05,3.078262360931685e-05,4.685382003983408e-05,3.309209753772969e-05,0.00010213007953174564
Q5SRI3,Dedicator of cytokinesis protein 2 OS=Mus musculus OX=10090 GN=Dock2 PE=1 SV=2 ,1.9222555742451553e-06,1.1325400003581723e-06,9.948655494789699e-06,3.8942166366670766e-05,1.367127621685751e-06,1.3916653911396536e-06,2.274839472708211e-06,9.226554536717642e-07,1.728013671578205e-05,2.3109053589835034e-06,1.8710690280552895e-06,5.263819057046814e-06,4.8438001659478804e-06,1.0381444747322897e-05,2.5107130132027694e-05,7.868970772078975e-06,2.627081945909481e-06
Q8CIG3,Lysine-specific histone demethylase 1B OS=Mus musculus OX=10090 GN=Kdm1b PE=1 SV=1 ,4.640071687505502e-06,2.5800063588680287e-07,2.2558241002188143e-05,8.69308109268921e-06,6.008713034669352e-07,1.790211238772443e-05,2.080030196115139e-05,2.8147191266004733e-05,2.057883397439699e-07,1.0082551723532449e-06,1.1367985115316422e-05,2.4120711733189076e-06,6.45950248139234e-05,8.703204107732864e-06,3.670728129381383e-05,7.222267683432615e-05,6.678867191353021e-06
Q1RME4,CAR-like soluble protein OS=Mus musculus OX=10090 GN=Gm1123 PE=1 SV=1 ,0.0005309858125149289,0.0022447992533067614,0.0005860300524168023,0.002175416713695631,0.0007128846609248901,0.0006685466942182141,0.001165577467171453,0.0003719082575414898,0.0012978805779159711,0.0008916864046630761,0.0007250548524044784,0.0008427144967762716,0.0004169183949743992,0.0003218617123035822,0.0007007258404026135,0.0005301529940575406,0.0019347666721295227
A0A0A6YW32,Immunoglobulin heavy variable 1-37 (Fragment) OS=Mus musculus OX=10090 GN=Ighv1-37 PE=4 SV=1 ,0.0003209571156650686,0.00035751800762970993,0.0004926288624778099,0.00020558847725677488,0.0002832738291143624,0.00015618267296412457,0.00044809318872186034,9.557695496508916e-05,0.0004466873209365833,0.00020704892306575893,7.587305525514646e-05,0.0003467421904419223,0.00020848142065101136,0.000316810292921625,0.00014384387116791867,0.0002538193142485311,0.00017379266894676385
A0A0A6YVR1,Immunoglobulin heavy variable 14-4 (Fragment) OS=Mus musculus OX=10090 GN=Ighv14-4 PE=4 SV=1 ,0.00015205449893679232,0.00013718141498251214,0.00020476108581920835,9.149651039696526e-05,6.460021920068808e-05,5.855781792597367e-05,0.00014421436925165718,0.00010653172294029599,0.0001536779197970447,0.00012204993857326836,0.00012762450923846236,0.00037288702406854004,3.625783067019845e-05,6.281732207949306e-05,5.123613715149309e-05,8.213650282237063e-05,0.00013255581870283618
P61979,Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1 ,7.591869949035506e-05,3.355005530473398e-05,7.812816810230026e-05,7.866618034327323e-05,5.685805716120082e-05,8.683560305714792e-05,3.3196622709684624e-05,0.00010028424771548978,5.5201020718501366e-05,4.381796780401338e-05,0.00012213189731440305,6.069744484158951e-05,2.6604324802591373e-05,4.3464614766639446e-05,0.00012306624244583654,7.400826720814538e-05,6.978826955721818e-05
A0A140LIN9,"Dynein heavy chain 3, axonemal OS=Mus musculus OX=10090 GN=Dnah3 PE=1 SV=2 ",2.2710170520676045e-05,3.327203799361743e-05,6.132388230332244e-05,1.8139844130020963e-05,5.475223849755605e-05,5.139318379716112e-05,5.428723876121253e-05,3.148696352620136e-05,5.902966436792223e-05,3.690050228335802e-05,0.00010081173833665082,3.5662854965068785e-05,0.0020123811941258458,0.000999977771238444,0.0008471696688627792,0.0026060929406846295,5.4822765865059364e-05
A2AMW0,F-actin-capping protein subunit beta OS=Mus musculus OX=10090 GN=Capzb PE=1 SV=1 ,0.00018850604770037253,0.00023810294406982445,0.0005553879847829808,0.00016503733212650649,0.0003381005472375183,0.0005799477630396175,0.0003315991689680538,0.0005287785931072124,0.0003234169209169833,0.00015672672173643897,7.090729544643928e-05,0.0001497905469068814,7.655654301302408e-05,0.0006084636138934255,0.00038071618302789706,0.00023050895982542854,0.0001766693607258593
Q91V76,Ester hydrolase C11orf54 homolog OS=Mus musculus OX=10090 PE=1 SV=1 ,0.0008221364645425876,0.0008012761284118073,0.0008186534758843999,0.0009284578994962858,0.0013524554400627226,0.0011796804263594963,0.0012736778027097053,0.0016451133307177825,0.001403362428055919,0.0017006330986469311,0.0004087210669753567,0.0006439738812417062,0.0011970418654868858,0.0013383497628974808,0.0008188658539528498,0.0007668683653611817,0.001310073746499432
Q99JG3,Annexin A13 OS=Mus musculus OX=10090 GN=Anxa13 PE=1 SV=3 ,1.3344117646014597e-06,2.058636083037935e-06,2.01897576860013e-06,4.291620800984477e-06,2.9787285682625656e-06,4.396277119098805e-06,1.0911303982055164e-06,3.262846842227939e-07,8.401200673544604e-06,9.331011254986894e-07,1.3180764079443022e-06,1.5750199692429116e-06,9.325416048637829e-07,1.219341464031284e-06,2.7042925661484108e-06,4.925942586070787e-06,2.7600307696821075e-06
O88844,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=2 ,0.002005405132940725,0.0018696935078824596,0.0008834102281197675,0.0006777566995780716,0.0028496772969373485,0.0013280276837596085,0.003056808249018197,0.0003469402509803374,0.0016496685262226596,0.002085463438729459,0.002506499205582639,0.002167451922231836,0.00029219290130974714,0.0023200006251507697,0.002080741127345415,0.0016831005859829211,0.002406242991301382
G3UZI2,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=1 ,4.166961288066885e-06,6.422845309620377e-06,2.4111553245894422e-06,6.3700355742856946e-06,4.992138670448049e-06,2.752095119201227e-06,3.3732573238853886e-06,2.7718312518304144e-06,6.371793394728586e-06,4.223850235704508e-06,6.069835074878615e-06,1.2213813050600073e-05,9.311360392333577e-05,1.9195021365129086e-05,2.7464341453537066e-05,9.960318033128944e-05,2.2860009272752928e-06
Q3UEJ6,"Alpha-1,4 glucan phosphorylase OS=Mus musculus OX=10090 GN=Pygl PE=1 SV=1 ",1.8974833181365275e-05,9.810247067868237e-06,1.3887259111195917e-05,3.446199300137659e-05,3.553598264768508e-05,6.464601641995962e-05,2.392553818763084e-05,7.099468933384149e-06,8.895141504035284e-06,0.0001484123184319882,3.07568973884582e-06,7.011113425497738e-05,9.987788128796716e-06,2.938123660359258e-07,5.963235701908741e-06,4.782896401766338e-06,4.3893484085273394e-05
A9C497,Major urinary protein 19 OS=Mus musculus OX=10090 GN=Mup19 PE=3 SV=1 ,0.00037515218486088497,0.00012859725995483315,0.00022981195148710881,0.00019661723407888825,0.00017926771538026237,0.00013072225078715908,0.00024103954214583942,0.00011534410007614626,0.00018745004183751073,0.00026681750278529027,0.00018214095639459317,0.000138544802948204,0.00012056097274265365,0.00012230417453825296,0.00023924329448603944,0.0001952661115866425,0.00022186731024602922
A9C496,Major urinary protein 9 OS=Mus musculus OX=10090 GN=Mup9 PE=3 SV=1 ,0.00037515218486088497,0.00012859725995483315,0.00022981195148710881,0.00019661723407888825,0.00017926771538026237,0.00013072225078715908,0.00024103954214583942,0.00011534410007614626,0.00018745004183751073,0.00026681750278529027,0.00018214095639459317,0.000138544802948204,0.00012056097274265365,0.00012230417453825296,0.00023924329448603944,0.0001952661115866425,0.00022186731024602922
F6UD16,Integrin alpha-3 (Fragment) OS=Mus musculus OX=10090 GN=Itga3 PE=1 SV=8 ,2.9442656965305382e-05,8.680739983631336e-06,1.2777508725293548e-05,1.725573226154379e-05,2.1992654483760053e-05,9.713165909782791e-06,5.169583270329194e-06,3.1153972317031143e-07,2.8636309811502616e-05,1.2886390748396628e-05,5.366618407744479e-07,1.1177890803185182e-05,1.7666693573829062e-05,3.973939938154026e-06,2.7929633035781868e-05,1.996457614438897e-05,2.325801846928819e-05
contaminant_GR78_SCHPO,owl|P36604| 78 KD GLUCOSE REGULATED PROTEIN HOMOLOG PRECURSOR (GRP 78) (IMMUNOGLOBULIN... ,0.00015966735335574218,0.00017251319713021746,0.00013539319978377777,0.0001803645500590591,0.0001746539842056393,0.00015592610524836617,0.00017526761617460898,0.00010014411187404218,0.0001486444036568224,0.00019244958408614284,0.00021081151132530096,0.00018699206237812556,8.540693195714259e-05,8.75651564785471e-05,9.158723122119162e-05,0.00011995563525643582,0.0001302663602211477
Q02111,Protein kinase C theta type OS=Mus musculus OX=10090 GN=Prkcq PE=1 SV=1 ,1.9140550507340796e-05,2.2640764538942968e-05,2.3247829312072126e-05,2.0915851660659702e-05,3.492762632428531e-05,1.8664876936839232e-05,3.65109249773124e-05,3.030470281968748e-06,5.589922739557453e-05,1.934171711083757e-05,9.762550528336779e-07,2.038088493138699e-05,3.853477827679492e-05,7.507298559447262e-06,4.116639565631074e-05,4.819982597832072e-05,1.9406892849726627e-05
A0A087WRZ5,TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1 ,3.746127042042398e-05,1.0027234795640559e-05,2.557583786161385e-06,1.3021711291694316e-05,2.270690521562584e-05,1.0434662799169416e-05,1.3978219334670647e-05,1.4672507769458676e-05,1.774758093781861e-05,1.578466107413665e-05,7.819907902252584e-05,2.1387593207944153e-06,5.4779033058508566e-05,9.039233582802846e-05,6.215700637695263e-07,1.5327477764668933e-05,1.03267714712547e-05
D3Z536,Predicted gene 8225 OS=Mus musculus OX=10090 GN=Gm8225 PE=3 SV=1 ,6.91890869249021e-05,3.524427880499745e-05,6.14632160904217e-05,1.3180262854768416e-05,2.273843007929227e-05,8.269873325954188e-05,2.7130079088452797e-05,2.490227993271572e-05,2.073004356724254e-05,3.9718337450876265e-05,6.521569769134037e-06,0.0003100231665933442,7.423423812701048e-06,2.3501593665788434e-06,7.817100482119048e-06,1.0293875866050688e-05,4.743516943038224e-05
D3Z535,Kalirin OS=Mus musculus OX=10090 GN=Kalrn PE=1 SV=1 ,1.5029944578742676e-05,1.421348152872297e-05,1.8672697121521354e-05,2.098783975515901e-05,3.9906944851876596e-05,1.3118047121266953e-05,6.917377329992619e-06,9.402187320239368e-05,2.7938765021130804e-05,4.7160848429093056e-05,1.34468550020035e-05,3.632574447003136e-05,2.8160844026363106e-07,3.3869468260478438e-06,1.2860638558485547e-05,2.632698248019889e-05,3.2432693332343304e-05
D3Z534,Kalirin OS=Mus musculus OX=10090 GN=Kalrn PE=1 SV=1 ,1.5029944578742676e-05,1.421348152872297e-05,1.8672697121521354e-05,2.098783975515901e-05,3.9906944851876596e-05,1.3118047121266953e-05,6.917377329992619e-06,9.402187320239368e-05,2.7938765021130804e-05,4.7160848429093056e-05,1.34468550020035e-05,3.632574447003136e-05,2.8160844026363106e-07,3.3869468260478438e-06,1.2860638558485547e-05,2.632698248019889e-05,3.2432693332343304e-05
Q91V64,Isochorismatase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Isoc1 PE=1 SV=1 ,3.975025134531371e-06,4.483758098289169e-06,5.494888598960852e-06,6.164007419877178e-06,2.0469235375500733e-05,1.1015046128039722e-05,3.91907586391294e-06,5.3794818076368626e-06,2.341215492645347e-06,3.820432006263749e-06,1.5865561474642497e-06,4.472549305314971e-06,7.160801231797127e-06,3.332667974903366e-06,5.0477451947157885e-05,1.4230095052219318e-05,6.291187275944256e-06
Q9Z0L8,Gamma-glutamyl hydrolase OS=Mus musculus OX=10090 GN=Ggh PE=1 SV=2 ,0.0003180430156200332,0.00025388063923675365,0.00020645054556848834,0.00032425308319274,0.00039368927645078915,0.00017913390842001266,0.0005488076880170726,0.0004191666058663034,0.00040594097636684976,0.00041467217896801276,0.0013638844961276289,0.00039993406959714685,0.0012033968220147538,0.0011449758628887807,0.0006773981854709036,0.0007916806858133859,0.0002531784566542102
D3Z532,Kalirin OS=Mus musculus OX=10090 GN=Kalrn PE=1 SV=1 ,1.5029944578742676e-05,1.421348152872297e-05,1.8672697121521354e-05,2.098783975515901e-05,3.9906944851876596e-05,1.3118047121266953e-05,6.917377329992619e-06,9.402187320239368e-05,2.7938765021130804e-05,4.7160848429093056e-05,1.34468550020035e-05,3.632574447003136e-05,2.8160844026363106e-07,3.3869468260478438e-06,1.2860638558485547e-05,2.632698248019889e-05,3.2432693332343304e-05
D3Z4R2,Kalirin OS=Mus musculus OX=10090 GN=Kalrn PE=1 SV=1 ,2.4163887470540245e-05,2.1007567766170505e-05,2.58917180570861e-05,2.7139255724824856e-05,5.506042061112302e-05,1.9106983916656313e-05,1.856476718741226e-05,0.00010510793339735657,3.633872686724308e-05,5.6188650842215006e-05,1.3736059926235073e-05,4.014376539912924e-05,2.8249579358459153e-06,4.869262119183985e-06,2.1695556136224656e-05,3.037595094455388e-05,4.714302343531248e-05
Q61699,Heat shock protein 105 kDa OS=Mus musculus OX=10090 GN=Hsph1 PE=1 SV=2 ,1.7773936960167575e-05,1.4833564371155463e-05,1.9688328572448948e-05,6.853733822786347e-05,1.260830516774918e-05,1.995465411379157e-05,3.2663142503556605e-05,1.6154042538708763e-05,9.752224820430165e-06,2.268772029779707e-05,2.9384111057690058e-05,1.4989046771581508e-05,1.437993484301538e-05,3.5594657264898294e-05,5.161250255388593e-05,4.137308372364033e-05,1.922983960068204e-05
Q61696,Heat shock 70 kDa protein 1A OS=Mus musculus OX=10090 GN=Hspa1a PE=1 SV=2 ,0.00042605511682170677,0.000450991551479146,0.0003885652113086863,0.0006668787404690465,0.000392056064555378,0.00046756719369244647,0.0003356558358487759,0.00044285265297063555,0.0005519861782377806,0.0004482995927284412,0.0004083177578726728,0.0003867553829342179,0.0002203002234074428,0.00021237998255351357,0.00017979554162389237,0.00018797735730581125,0.000342054357076299
A0A0G2JEY6,60S ribosomal protein L34 OS=Mus musculus OX=10090 GN=Rpl34 PE=1 SV=1 ,0.00012433957422894738,8.55777665381294e-05,4.177588217728496e-05,1.6096482347157275e-05,8.727458794805182e-05,3.1431157722108056e-05,0.00014271970162368493,4.811516643703059e-05,0.00015785257951787942,4.679289807174272e-05,4.742965075465888e-05,0.00010687406934584475,0.00010070423078090397,0.0001644619183330838,0.00013549527445836596,6.369974289964377e-05,9.054250238420721e-05
Q8CIE6,Coatomer subunit alpha OS=Mus musculus OX=10090 GN=Copa PE=1 SV=2 ,0.0003607915046952015,0.00016960157195111786,0.0001783699111085619,0.00021745174761274573,0.0002880307682928568,0.00019904052387490506,0.0006473201147907091,0.0001744675424255455,0.002034358948168479,0.0001818160873050275,0.0026783357131794664,0.00017065873119057558,0.0012664269047263995,0.0013168868924517446,0.0012961920693524067,0.0018341959966630744,0.0002851298840076835
P09470,Angiotensin-converting enzyme OS=Mus musculus OX=10090 GN=Ace PE=1 SV=3 ,0.00036744875508856344,0.00035077094872726144,0.0003661639887989959,0.0009245345153265363,0.0005287942458990937,0.00042161796745117554,0.0005481316502495049,0.0009853651322344428,0.0004563065734105787,0.0003706988584712802,0.0003752366364259325,0.00044760616242880936,0.000385072898116161,0.0002968766307131615,0.00041246172285292355,0.00040587064378577346,0.0005531551140178448
Q3TQC7,Ectonucleoside triphosphate diphosphohydrolase 5 OS=Mus musculus OX=10090 GN=Entpd5 PE=1 SV=1 ,7.61359719239872e-05,0.00013585829532912117,0.00010847438921549713,0.00014867782164873272,0.00017547135502511232,7.899620582000203e-05,0.00010987616045971503,2.177206393128136e-05,0.00015138278115121222,0.00010581302096485336,0.00013485988573674516,8.894145382583944e-05,8.0972481047624e-05,3.807790634766947e-05,1.8764146250048075e-05,2.6042213538244052e-05,2.9236678833433454e-05
A0A0A6YVP0,Immunoglobulin heavy constant gamma 2B (Fragment) OS=Mus musculus OX=10090 GN=Ighg2b PE=1 SV=2 ,7.687946216266412e-05,0.00010448902666141668,8.824513737330259e-05,8.440317360395121e-05,0.00022412393666546414,7.514498934562583e-05,0.00014223969926294245,0.00011907623927263638,8.593430329554346e-05,0.00021002437425943947,0.00015513421556049005,0.0001506566411833101,0.00019809168557378626,0.0001814918757708493,0.00016522935941424725,0.00020242593608586282,9.279161766982856e-05
Q8R1G2,Carboxymethylenebutenolidase homolog OS=Mus musculus OX=10090 GN=Cmbl PE=1 SV=1 ,3.905404235500385e-05,5.111987262036094e-05,4.948741120008493e-05,9.904580847684966e-05,4.63585974046179e-05,3.221967026453435e-05,5.102696086473991e-05,1.969825477425354e-05,5.976412913699634e-05,5.647129508431721e-05,0.00014181552775943947,5.113451911482004e-05,0.00015022374282942045,8.947134946750207e-05,0.00016792454123888792,0.0001704758165127562,3.339979993390867e-05
P61957,Small ubiquitin-related modifier 2 OS=Mus musculus OX=10090 GN=Sumo2 PE=1 SV=1 ,1.8033605271563757e-05,6.091472663936509e-05,1.904219900714671e-05,9.729250681911211e-06,8.35504685925718e-06,1.879886035749302e-05,3.214154641063989e-05,1.2272266310850537e-05,1.0723078081502417e-05,3.3105574691911385e-05,0.0001237277774046284,3.210320355505669e-05,3.173356295879429e-05,0.00024083658206836594,7.827330102710328e-05,0.00022221848100040164,4.0270038640731306e-05
F6QYF8,Aminopeptidase (Fragment) OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=1 ,0.00021012443084995316,0.00021600923820643927,0.0003737652174094792,0.0003077089329658228,0.0008021247059754778,0.00032277205561026106,0.0006637723965185147,9.099730090484592e-05,0.0006086431102361908,0.000268058749573881,0.00025768296001911994,0.0002962152445329407,0.00022589939698050747,0.0002544850115923239,0.00022398641396700243,0.0005607620019928468,0.0002875903873157537
P29699,Alpha-2-HS-glycoprotein OS=Mus musculus OX=10090 GN=Ahsg PE=1 SV=1 ,7.344234746708294e-05,0.00011677941661270228,7.855524783715103e-05,0.0001442338514544242,7.798439187928742e-05,9.478178479324235e-05,8.825319112093033e-05,0.0001456108585250707,7.082149997725796e-05,0.00014850012139920924,0.0001423352203636655,0.00010693809824422464,0.00013981810441160688,0.0030965397176591154,0.00028228627703047855,0.00030050051103283995,0.00010947086666639969
P60867,40S ribosomal protein S20 OS=Mus musculus OX=10090 GN=Rps20 PE=1 SV=1 ,0.0001530198513039045,0.00012184431513889506,0.0001617362206207162,0.00023473211520071916,0.0003945693340156458,0.00016373682869270026,0.0002760147396715336,3.023282994127398e-05,0.00026904574699242726,0.00010733622940292057,3.754442930919331e-05,0.00011478435493709236,4.5749944299644127e-05,2.4992284521171286e-05,2.59887452822763e-05,3.415713303365835e-05,0.00020315574373578783
D3Z4Q6,Glutathione hydrolase 1 proenzyme (Fragment) OS=Mus musculus OX=10090 GN=Ggt1 PE=1 SV=1 ,0.0004722824937590659,0.0004945759497981889,0.0004217662057997179,0.0005180581258314006,0.0005007293631823612,0.0004129927081299068,0.0004085839669269256,0.00022151900502379203,0.0004904435745247054,0.0004014109819977358,0.0001499081132573802,0.0005004327024988075,0.0002929519540486209,0.0002787210420459927,0.0004939463409914706,0.0005155448304860772,0.0004939007069560287
P17047,Lysosome-associated membrane glycoprotein 2 OS=Mus musculus OX=10090 GN=Lamp2 PE=1 SV=2 ,0.0017738866226349437,0.0019173151744954302,0.0015599682846613634,8.576149555689522e-05,0.0034397247197181474,3.885500284216867e-05,0.0035997842208613942,0.0001905832782599773,0.0027577411689548325,0.002387719501042024,0.00012352730569551235,0.0026171285426204345,0.00036816543287414196,0.00014122138780201941,0.0002607039421937082,0.0002867538119124053,0.002782095001332518
Q91V55,40S ribosomal protein S5 OS=Mus musculus OX=10090 GN=Rps5 PE=1 SV=1 ,6.890414057258199e-05,7.963931677267989e-05,7.690159863288262e-05,3.400037161549297e-05,0.00014628728650576648,0.00012444633184798123,0.00022105481866488443,8.451093382640988e-05,0.00016132181830409294,0.00011819481409618636,0.0052754226747289456,0.00010780675922272872,8.997846005059676e-05,0.0005360073462458345,0.0002234308232592119,8.955956199885011e-05,8.215458817128942e-05
D3Z4Q4,Quinone oxidoreductase (Fragment) OS=Mus musculus OX=10090 GN=Cryz PE=1 SV=1 ,3.199862193767082e-05,3.2719221917965e-05,5.940557785816056e-06,2.0682810773138286e-05,1.542349874298526e-05,3.4020823083614973e-05,1.8343076280486214e-05,3.6292968674564935e-06,2.5814553042545438e-05,2.2599165879922277e-05,3.3155090724372614e-06,1.4416153064261231e-05,2.76141303443742e-05,1.2860195956995928e-06,5.374952835466943e-06,3.6564372717257175e-05,1.2324962445663472e-05
Q9Z0K8,Pantetheinase OS=Mus musculus OX=10090 GN=Vnn1 PE=1 SV=3 ,0.00016912840776090124,0.00012068650654923274,0.00015090931467051064,0.00037371937956196194,0.00018176422124279785,0.00013901089711534098,0.0001738624877959017,6.979973353458072e-05,0.0001959634592128987,0.0001051569416737768,0.00025225343121458,0.0001591567007398736,0.00021554950627499252,0.0003997817398481001,0.00048399535901217153,0.00043583946331691076,0.00013872523238733954
B2RU80,Receptor-type tyrosine-protein phosphatase beta OS=Mus musculus OX=10090 GN=Ptprb PE=1 SV=1 ,1.0208126352957568e-05,1.624186270273195e-05,2.4561411802903593e-05,2.9483590589881577e-05,7.320752807594235e-06,2.2199015277476636e-05,3.506814143792487e-06,8.308330958711482e-06,5.270591887401614e-06,1.0514722670416986e-05,5.489883830320577e-06,9.608346035103024e-06,2.2936012771163293e-05,8.861200587278953e-06,1.410164101817823e-05,3.59709090588393e-05,1.1056105049190428e-05
Q9DB29,Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Mus musculus OX=10090 GN=Iah1 PE=1 SV=1 ,2.002848061424078e-05,2.018328856254495e-05,2.9961667278601155e-05,1.0472671805347884e-05,1.5928500582591e-05,1.1441305426275184e-05,1.9605182252020295e-05,1.7026568479742032e-05,1.9839278212663486e-05,1.4624124875879852e-05,3.7307874743518716e-05,2.019245159485455e-05,1.2841799590677327e-05,9.590770030772144e-06,1.4419379633054802e-05,1.2365079060938282e-05,1.9433533805374596e-05
Q8CC86,Nicotinate phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Naprt PE=1 SV=1 ,3.2386434348772435e-05,5.9721468343663845e-05,4.180571352733503e-05,5.774754403497064e-05,2.9384633839511396e-05,4.391430156325904e-05,7.655829070921349e-05,6.957630459915133e-05,5.871834738011167e-05,6.121254454264444e-05,9.064170097474365e-06,2.5291256859556525e-05,2.7738349659427956e-05,3.974528805013384e-05,4.291642102818335e-05,3.663449475655328e-05,5.010087447157489e-05
Q8CBW3,Abl interactor 1 OS=Mus musculus OX=10090 GN=Abi1 PE=1 SV=3 ,6.60726550340026e-06,7.969258414696797e-06,5.658911853225037e-06,8.271195968278894e-06,1.1566433096856605e-05,6.477684179679921e-06,6.001384202561757e-07,5.477006556859755e-07,7.0891997829628716e-06,2.452921149821334e-05,3.4006929897915046e-06,2.0374048991186286e-05,4.370456419144112e-06,5.259279530742947e-06,8.313648219272784e-06,1.591721981388081e-05,2.3076885132507583e-05
A0A0A6YW07,Inositol-1-monophosphatase OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1 ,3.9635941289094855e-05,8.215847346695665e-05,2.885825854825714e-05,2.4337765366299944e-05,1.3689763148497657e-05,3.5429104717416124e-05,2.102791765898441e-05,1.429484888987828e-05,3.844148287744493e-05,1.653463277717403e-05,1.0133767132036457e-05,1.972698210818827e-05,1.3565391691318972e-05,6.161201172751251e-06,1.0940479132053416e-05,1.5629868966614992e-05,2.905858224456908e-05
O35350,Calpain-1 catalytic subunit OS=Mus musculus OX=10090 GN=Capn1 PE=1 SV=1 ,0.00017032943390025344,0.0002405182847877919,0.0015222100562278568,0.0006119567717934093,0.000526890070113793,0.00029683980875839,0.000282233670349274,0.0004279283234090041,0.0004804764729144421,0.0004347851119804488,0.00011325895748922768,0.0004223391344629642,0.00019130188887158295,0.0002562905896320122,0.00010762531898649145,0.0002360969244639397,0.00044895154083979044
Q60597,"2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ogdh PE=1 SV=3 ",0.00031794374471018236,0.00010739173301090542,0.00020504305206581514,0.0001587162342580793,0.000239927962434166,0.00012641297190917674,0.00016829406555804148,0.0001904487351034158,0.00014158596238692726,0.0002111369912578415,8.865027890682881e-05,0.00014267188576237602,0.00018499408818199354,0.0004524470087082756,0.0007468504055758879,0.001185358651882685,0.00027083457322779175
Q5SXR6,Clathrin heavy chain OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=1 ,0.0004900445185684462,0.00037359685251885013,0.0005056869803298013,0.0002872089513705345,0.0008828876990536324,0.0004875904101585226,0.00044086090629812016,0.0004977028345050882,0.0005093033645838774,0.00039372037255069707,0.00030776121736071724,0.0003416011184299794,0.00027120463034682713,0.00031986008839942427,0.0005479030608960766,0.00041813354852597757,0.00041948339891107616
Q60590,Alpha-1-acid glycoprotein 1 OS=Mus musculus OX=10090 GN=Orm1 PE=1 SV=1 ,7.023039437306782e-06,5.002363908200816e-06,1.167384149591924e-05,1.0321538631646545e-05,3.729852904472876e-05,1.3267270078598038e-05,2.0473423769437834e-05,3.120601414543754e-05,1.573978106952335e-05,1.8619019174554962e-05,7.603315611186421e-05,7.186224094989023e-06,2.1844012480413126e-05,6.344390931838868e-05,1.7142237635210856e-05,4.216521396347535e-05,2.5363016206122142e-05
